Gene	Description
Glyma.10G164800	protein.degradation.metalloprotease
Glyma.10G167300	hormone metabolism.ethylene.signal transduction
Glyma.10G171300	protein.degradation.aspartate protease
Glyma.10G176800	protein.degradation.serine protease
Glyma.10G177300	signalling.receptor kinases.leucine rich repeat
Glyma.10G180500	protein.degradation.aspartate protease
Glyma.10G184300	stress.biotic.PR-proteins
Glyma.10G184400	stress.biotic.PR-proteins
Glyma.10G186800	hormone metabolism.ethylene.signal transduction
Glyma.10G186900	hormone metabolism.ethylene.signal transduction
Glyma.10G187000	hormone metabolism.ethylene.signal transduction
Glyma.10G188500	hormone metabolism.ethylene.signal transduction
Glyma.10G191300	protein.degradation.serine protease
Glyma.10G191700	misc.peroxidases
Glyma.10G194200	hormone metabolism.ethylene.signal transduction
Glyma.10G195700	signalling.receptor kinases.leucine rich repeat
Glyma.10G197800	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.10G197900	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.10G198100	misc.peroxidases
Glyma.10G202000	protein.degradation.cysteine protease
Glyma.10G205300	signalling.receptor kinases.leucine rich repeat
Glyma.10G206300	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.10G207100	protein.degradation.cysteine protease
Glyma.10G207300	protein.degradation.serine protease
Glyma.10G209100	protein.degradation.cysteine protease
Glyma.10G209800	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.10G212100	protein.degradation.serine protease
Glyma.10G212300	stress.biotic.signalling.MLO-like
Glyma.10G212500	protein.degradation.serine protease
Glyma.10G219800	misc.peroxidases
Glyma.10G220700	signalling.receptor kinases.leucine rich repeat
Glyma.10G222400	misc.peroxidases
Glyma.10G222500	misc.peroxidases
Glyma.10G223200	hormone metabolism.ethylene.signal transduction
Glyma.10G227700	stress.biotic
Glyma.10G228000	signalling.receptor kinases.leucine rich repeat
Glyma.10G228100	signalling.receptor kinases.leucine rich repeat
Glyma.10G228200	signalling.receptor kinases.leucine rich repeat
Glyma.U037600	signalling.receptor kinases.leucine rich repeat
Glyma.10G228600	signalling.receptor kinases.leucine rich repeat
Glyma.10G228800	signalling.receptor kinases.leucine rich repeat
Glyma.10G234500	protein.degradation.serine protease
Glyma.10G237900	signalling.receptor kinases.leucine rich repeat
Glyma.10G238200	protein.degradation.serine protease
Glyma.10G240300	misc.peroxidases
Glyma.10G242200	stress.biotic.signalling
Glyma.10G242300	signalling.receptor kinases.leucine rich repeat
Glyma.10G246800	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.10G257800	protein.degradation.serine protease
Glyma.10G258800	signalling.receptor kinases.leucine rich repeat
Glyma.10G261100	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.10G261200	stress.biotic
Glyma.10G261600	signalling.receptor kinases.leucine rich repeat
Glyma.10G262400	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.10G263200	signalling.receptor kinases.leucine rich repeat
Glyma.10G270600	signalling.receptor kinases.leucine rich repeat
Glyma.10G271900	signalling.receptor kinases.leucine rich repeat
Glyma.10G288400	signalling.receptor kinases.leucine rich repeat
Glyma.11G000600	signalling.receptor kinases.leucine rich repeat
Glyma.11G001200	signalling.receptor kinases.leucine rich repeat
Glyma.11G001300	signalling.receptor kinases.leucine rich repeat
Glyma.11G007900	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.11G008000	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.11G010500	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.11G012900	protein.degradation.aspartate protease
Glyma.11G019100	signalling.receptor kinases.leucine rich repeat
Glyma.11G020700	stress.biotic.respiratory burst
Glyma.11G024700	signalling.receptor kinases.leucine rich repeat
Glyma.11G025600	stress.biotic
Glyma.11G028300	signalling.receptor kinases.leucine rich repeat
Glyma.11G033400	protein.degradation.metalloprotease
Glyma.11G035000	stress.biotic
Glyma.11G036500	hormone metabolism.ethylene.signal transduction
Glyma.11G037700	stress.biotic
Glyma.11G043800	signalling.receptor kinases.leucine rich repeat
Glyma.11G044100	signalling.receptor kinases.leucine rich repeat
Glyma.11G045700	stress.biotic
Glyma.11G049600	misc.peroxidases
Glyma.11G051100	stress.biotic.signalling
Glyma.11G054500	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.11G058100	misc.peroxidases
Glyma.11G058900	stress.biotic.PR-proteins
Glyma.11G059000	stress.biotic.PR-proteins
Glyma.11G064200	protein.degradation.cysteine protease
Glyma.11G072000	misc.peroxidases
Glyma.11G072100	stress.biotic
Glyma.11G073800	signalling.receptor kinases.leucine rich repeat
Glyma.11G075200	signalling.receptor kinases.leucine rich repeat
Glyma.11G077700	stress.biotic
Glyma.11G077800	stress.biotic
Glyma.11G078000	stress.biotic.signalling.MLO-like
Glyma.11G080300	misc.peroxidases
Glyma.11G080400	protein.degradation.aspartate protease
Glyma.11G087500	stress.biotic.signalling.MLO-like
Glyma.11G087900	signalling.receptor kinases.leucine rich repeat
Glyma.11G091600	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.11G100300	protein.degradation.serine protease
Glyma.11G101200	misc.peroxidases
Glyma.11G105000	signalling.receptor kinases.leucine rich repeat
Glyma.11G106100	stress.biotic
Glyma.11G106200	stress.biotic
Glyma.11G112100	stress.biotic
Glyma.11G112200	stress.biotic
Glyma.11G113500	protein.degradation.cysteine protease
Glyma.11G114100	signalling.receptor kinases.leucine rich repeat
Glyma.11G114200	signalling.receptor kinases.leucine rich repeat
Glyma.11G119300	protein.degradation.serine protease
Glyma.11G124500	stress.biotic
Glyma.11G130500	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.11G131300	signalling.receptor kinases.leucine rich repeat
Glyma.11G137700	protein.degradation.metalloprotease
Glyma.11G140800	stress.biotic
Glyma.11G144000	stress.biotic.PR-proteins
Glyma.11G144200	stress.biotic.PR-proteins
Glyma.11G144400	stress.biotic.PR-proteins
Glyma.U019600	stress.biotic.signalling.MLO-like
Glyma.U012600	stress.biotic
Glyma.11G181500	protein.degradation.cysteine protease
Glyma.11G190800	protein.degradation.aspartate protease
Glyma.11G191200	protein.degradation.serine protease
Glyma.11G193800	protein.degradation.serine protease
Glyma.11G193900	protein.degradation.serine protease
Glyma.11G194500	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.11G144900	protein.degradation.cysteine protease
Glyma.11G150700	stress.biotic.PR-proteins
Glyma.11G151900	stress.biotic
Glyma.11G153000	stress.biotic.PR-proteins
Glyma.U023200	protein.degradation.serine protease
Glyma.U022900	signalling.receptor kinases.leucine rich repeat
Glyma.11G162100	misc.peroxidases
Glyma.11G161800	misc.peroxidases
Glyma.11G161600	misc.peroxidases
Glyma.11G197100	misc.peroxidases
Glyma.11G199700	signalling.receptor kinases.leucine rich repeat
Glyma.11G207600	protein.degradation.serine protease
Glyma.11G212800	stress.biotic
Glyma.11G218000	protein.degradation.serine protease
Glyma.11G220700	stress.biotic
Glyma.11G233500	signalling.receptor kinases.leucine rich repeat
Glyma.11G237900	protein.degradation.aspartate protease
Glyma.11G256100	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.11G253300	protein.degradation.cysteine protease
Glyma.11G248900	protein.degradation.cysteine protease
Glyma.12G000700	stress.biotic
Glyma.12G002500	signalling.receptor kinases.leucine rich repeat
Glyma.12G006300	signalling.receptor kinases.leucine rich repeat
Glyma.12G007000	signalling.receptor kinases.leucine rich repeat
Glyma.12G007300	signalling.receptor kinases.leucine rich repeat
Glyma.12G010100	protein.degradation.serine protease
Glyma.12G011700	stress.biotic
Glyma.12G025600	protein.degradation.serine protease
Glyma.12G025900	protein.degradation.serine protease
Glyma.12G026400	protein.degradation.serine protease
Glyma.12G027100	stress.biotic.PR-proteins
Glyma.12G030000	signalling.receptor kinases.leucine rich repeat
Glyma.12G030300	stress.biotic.PR-proteins
Glyma.12G031000	stress.biotic
Glyma.12G031200	stress.biotic
Glyma.12G038300	stress.biotic
Glyma.12G039400	protein.degradation.cysteine protease
Glyma.12G040000	signalling.receptor kinases.leucine rich repeat
Glyma.12G044500	protein.degradation.serine protease
Glyma.12G049100	stress.biotic
Glyma.12G049200	stress.biotic
Glyma.12G054800	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.12G055500	signalling.receptor kinases.leucine rich repeat
Glyma.12G055600	signalling.receptor kinases.leucine rich repeat
Glyma.12G061200	protein.degradation.metalloprotease
Glyma.12G061400	protein.degradation.metalloprotease
Glyma.12G064300	stress.biotic
Glyma.12G067400	stress.biotic.PR-proteins
Glyma.12G070600	stress.biotic.signalling.MLO-like
Glyma.12G072600	protein.degradation.cysteine protease
Glyma.12G077100	protein.degradation.cysteine protease
Glyma.12G077200	protein.degradation.cysteine protease
Glyma.12G079600	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.12G083100	protein.degradation.serine protease
Glyma.12G083600	protein.degradation.aspartate protease
Glyma.12G091600	protein.degradation.cysteine protease
Glyma.12G097400	stress.biotic.PR-proteins
Glyma.12G098200	protein.degradation.metalloprotease
Glyma.12G101000	misc.peroxidases
Glyma.12G101200	misc.peroxidases
Glyma.12G111900	protein.degradation.metalloprotease
Glyma.12G117000	hormone metabolism.ethylene.signal transduction
Glyma.12G119300	stress.biotic.signalling.MLO-like
Glyma.12G120900	protein.degradation.cysteine protease
Glyma.12G123100	signalling.receptor kinases.leucine rich repeat
Glyma.12G123400	signalling.receptor kinases.leucine rich repeat
Glyma.12G123500	protein.degradation.cysteine protease
Glyma.12G123600	protein.degradation.cysteine protease
Glyma.12G124700	stress.biotic
Glyma.12G125100	protein.degradation.cysteine protease
Glyma.12G126000	protein.degradation.cysteine protease
Glyma.12G127200	protein.degradation.cysteine protease
Glyma.12G127300	protein.degradation.cysteine protease
Glyma.12G129100	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.12G129500	misc.peroxidases
Glyma.12G130500	protein.degradation.cysteine protease
Glyma.12G130600	protein.degradation.cysteine protease
Glyma.12G130700	protein.degradation.cysteine protease
Glyma.12G131000	protein.degradation.cysteine protease
Glyma.12G131100	protein.degradation.cysteine protease
Glyma.12G131200	protein.degradation.cysteine protease
Glyma.12G131500	protein.degradation.cysteine protease
Glyma.12G132000	stress.biotic.PR-proteins
Glyma.12G132200	stress.biotic.PR-proteins
Glyma.12G133000	stress.biotic.PR-proteins
Glyma.12G135600	stress.biotic.PR-proteins
Glyma.12G135700	protein.degradation.aspartate protease
Glyma.12G136700	stress.biotic.PR-proteins
Glyma.12G138400	stress.biotic.PR-proteins
Glyma.12G138500	stress.biotic.PR-proteins
Glyma.12G140700	protein.degradation.cysteine protease
Glyma.12G141700	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.12G150200	stress.biotic.PR-proteins
Glyma.12G150600	stress.biotic.signalling.MLO-like
Glyma.12G152400	signalling.receptor kinases.leucine rich repeat
Glyma.12G156600	stress.biotic
Glyma.12G161900	signalling.receptor kinases.leucine rich repeat
Glyma.12G162700	hormone metabolism.ethylene.signal transduction
Glyma.U025000	signalling.receptor kinases.leucine rich repeat
Glyma.12G163000	stress.biotic.PR-proteins
Glyma.12G169300	stress.biotic.signalling.MLO-like
Glyma.12G170700	signalling.receptor kinases.leucine rich repeat
Glyma.12G171100	stress.biotic.signalling.MLO-like
Glyma.12G171300	stress.biotic.signalling.MLO-like
Glyma.12G177900	protein.degradation.serine protease
Glyma.12G179800	protein.degradation.aspartate protease
Glyma.12G192400	protein.degradation.aspartate protease
Glyma.12G195500	misc.peroxidases
Glyma.12G195600	misc.peroxidases
Glyma.12G204200	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.12G206800	signalling.receptor kinases.leucine rich repeat
Glyma.12G208200	protein.degradation.cysteine protease
Glyma.12G211900	misc.peroxidases
Glyma.12G212500	stress.biotic.PR-proteins
Glyma.12G214100	stress.biotic
Glyma.12G216800	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.12G218500	stress.biotic
Glyma.12G221600	stress.biotic.PR-proteins
Glyma.12G222700	signalling.receptor kinases.leucine rich repeat
Glyma.12G223100	stress.biotic.signalling.MLO-like
Glyma.12G225800	signalling.receptor kinases.leucine rich repeat
Glyma.12G226600	hormone metabolism.ethylene.signal transduction
Glyma.12G230500	stress.biotic
Glyma.12G233700	signalling.receptor kinases.leucine rich repeat
Glyma.12G234700	stress.biotic
Glyma.12G234800	stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
Glyma.12G236500	stress.biotic.PR-proteins
Glyma.12G238600	signalling.receptor kinases.leucine rich repeat
Glyma.12G238900	stress.biotic
Glyma.12G239200	stress.biotic.PR-proteins
Glyma.12G239700	stress.biotic.PR-proteins
Glyma.12G239800	stress.biotic.PR-proteins
Glyma.12G240100	stress.biotic.PR-proteins
Glyma.12G241700	hormone metabolism.ethylene.signal transduction
Glyma.12G241800	misc.peroxidases
Glyma.03G046000	stress.biotic.PR-proteins
Glyma.13G098400	misc.peroxidases
Glyma.13G095600	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.13G094200	stress.biotic
Glyma.13G094100	stress.biotic
Glyma.13G092200	stress.biotic
Glyma.13G086200	protein.degradation.aspartate protease
Glyma.13G082700	stress.biotic
Glyma.13G078200	stress.biotic.PR-proteins
Glyma.13G076200	stress.biotic.PR-proteins
Glyma.13G075700	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.13G075200	protein.degradation.serine protease
Glyma.13G075100	protein.degradation.serine protease
Glyma.13G072200	stress.biotic
Glyma.13G071900	stress.biotic
Glyma.13G071800	protein.degradation.cysteine protease
Glyma.13G069400	misc.peroxidases
Glyma.13G067200	signalling.receptor kinases.leucine rich repeat
Glyma.13G063400	protein.degradation.serine protease
Glyma.13G050500	signalling.receptor kinases.leucine rich repeat
Glyma.13G049800	protein.degradation.metalloprotease
Glyma.13G048900	stress.biotic
Glyma.13G048800	stress.biotic
Glyma.13G048700	stress.biotic
Glyma.13G048600	stress.biotic
Glyma.13G046700	protein.degradation.serine protease
Glyma.13G041700	protein.degradation.metalloprotease
Glyma.13G039900	signalling.receptor kinases.leucine rich repeat
Glyma.13G039700	signalling.receptor kinases.leucine rich repeat
Glyma.13G003400	protein.degradation.cysteine protease
Glyma.13G003500	signalling.receptor kinases.leucine rich repeat
Glyma.13G005800	signalling.receptor kinases.leucine rich repeat
Glyma.13G029200	protein.degradation.serine protease
Glyma.13G028800	protein.degradation.serine protease
Glyma.13G028500	protein.degradation.serine protease
Glyma.13G028100	stress.biotic.PR-proteins
Glyma.13G106400	misc.peroxidases
Glyma.13G111500	stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
Glyma.13G111800	signalling.receptor kinases.leucine rich repeat
Glyma.13G116700	protein.degradation.aspartate protease
Glyma.13G122500	hormone metabolism.ethylene.signal transduction
Glyma.13G122600	hormone metabolism.ethylene.signal transduction
Glyma.13G122700	hormone metabolism.ethylene.signal transduction
Glyma.13G122800	hormone metabolism.ethylene.signal transduction
Glyma.13G122900	hormone metabolism.ethylene.signal transduction
Glyma.13G123000	hormone metabolism.ethylene.signal transduction
Glyma.13G123100	hormone metabolism.ethylene.signal transduction
Glyma.13G127100	signalling.receptor kinases.leucine rich repeat
Glyma.13G138300	misc.peroxidases
Glyma.13G144300	protein.degradation.cysteine protease
Glyma.13G145000	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.13G148100	protein.degradation.aspartate protease
Glyma.13G150000	signalling.receptor kinases.leucine rich repeat
Glyma.11G209600	protein.degradation.metalloprotease
Glyma.13G155800	stress.biotic
Glyma.13G159900	protein.degradation.serine protease
Glyma.13G160400	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.13G167100	misc.peroxidases
Glyma.13G172300	misc.peroxidases
Glyma.13G172400	stress.biotic
Glyma.13G174900	signalling.receptor kinases.leucine rich repeat
Glyma.13G183700	protein.degradation.serine protease
Glyma.13G184800	stress.biotic
Glyma.13G184900	stress.biotic
Glyma.13G187900	stress.biotic
Glyma.13G188300	stress.biotic
Glyma.13G189500	protein.degradation.cysteine protease
Glyma.13G190000	stress.biotic
Glyma.13G190300	stress.biotic
Glyma.13G190400	stress.biotic
Glyma.13G190800	stress.biotic
Glyma.13G192100	stress.biotic
Glyma.13G193100	stress.biotic
Glyma.13G193300	stress.biotic
Glyma.13G194100	stress.biotic
Glyma.13G194500	stress.biotic
Glyma.13G194600	stress.biotic.PR-proteins
Glyma.13G194700	stress.biotic.PR-proteins
Glyma.13G194800	stress.biotic.PR-proteins
Glyma.13G195100	stress.biotic.PR-proteins
Glyma.13G195600	stress.biotic
Glyma.13G194900	stress.biotic.PR-proteins
Glyma.13G204300	signalling.receptor kinases.leucine rich repeat
Glyma.13G219200	signalling.receptor kinases.leucine rich repeat
Glyma.13G219400	protein.degradation.serine protease
Glyma.13G221900	protein.degradation.serine protease
Glyma.13G227700	signalling.receptor kinases.leucine rich repeat
Glyma.13G227800	signalling.receptor kinases.leucine rich repeat
Glyma.13G229100	protein.degradation.cysteine protease
Glyma.13G233800	hormone metabolism.ethylene.signal transduction
Glyma.13G233900	hormone metabolism.ethylene.signal transduction
Glyma.13G234400	stress.biotic.signalling.MLO-like
Glyma.13G235000	signalling.receptor kinases.leucine rich repeat
Glyma.13G236500	hormone metabolism.ethylene.signal transduction
Glyma.13G242800	stress.biotic.PR-proteins
Glyma.13G242900	stress.biotic.PR-proteins
Glyma.13G243000	stress.biotic.PR-proteins
Glyma.13G243500	protein.degradation.serine protease
Glyma.13G249800	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.13G251600	stress.biotic
Glyma.13G252300	stress.biotic
Glyma.13G252000	stress.biotic
Glyma.13G252400	stress.biotic
Glyma.13G252600	stress.biotic
Glyma.13G253300	signalling.receptor kinases.leucine rich repeat
Glyma.13G255300	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.13G259900	stress.biotic
Glyma.09G184800	hormone metabolism.ethylene.signal transduction
Glyma.13G260600	stress.biotic.PR-proteins
Glyma.13G268100	signalling.receptor kinases.leucine rich repeat
Glyma.13G269100	stress.biotic
Glyma.13G274100	hormone metabolism.ethylene.signal transduction
Glyma.13G275100	signalling.receptor kinases.leucine rich repeat
Glyma.13G278400	stress.biotic.signalling.MLO-like
Glyma.13G278800	signalling.receptor kinases.leucine rich repeat
Glyma.13G279700	stress.biotic.PR-proteins
Glyma.13G284400	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.13G287500	stress.biotic
Glyma.13G292900	protein.degradation.cysteine protease
Glyma.13G294100	signalling.receptor kinases.leucine rich repeat
Glyma.13G306900	misc.peroxidases
Glyma.13G307000	misc.peroxidases
Glyma.13G310000	protein.degradation.aspartate protease
Glyma.13G321700	protein.degradation.serine protease
Glyma.13G322600	protein.degradation.serine protease
Glyma.13G323000	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.13G327800	stress.biotic.signalling.MLO-like
Glyma.13G336700	protein.degradation.serine protease
Glyma.13G341500	signalling.receptor kinases.leucine rich repeat
Glyma.13G342600	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.13G346100	misc.peroxidases
Glyma.13G346700	stress.biotic
Glyma.13G355400	protein.degradation.metalloprotease
Glyma.13G365900	signalling.receptor kinases.leucine rich repeat
Glyma.13G371200	signalling.receptor kinases.leucine rich repeat
Glyma.13G372000	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.14G008700	stress.biotic
Glyma.14G011500	signalling.receptor kinases.leucine rich repeat
Glyma.14G012500	stress.biotic
Glyma.14G015500	signalling.receptor kinases.leucine rich repeat
Glyma.14G016500	signalling.receptor kinases.leucine rich repeat
Glyma.14G020100	hormone metabolism.ethylene.signal transduction
Glyma.14G023700	protein.degradation.cysteine protease
Glyma.14G024400	stress.biotic.PR-proteins
Glyma.14G024500	stress.biotic.PR-proteins
Glyma.14G033500	signalling.receptor kinases.leucine rich repeat
Glyma.14G038200	protein.degradation.cysteine protease
Glyma.14G038300	protein.degradation.cysteine protease
Glyma.14G038500	protein.degradation.cysteine protease
Glyma.14G041200	signalling.receptor kinases.leucine rich repeat
Glyma.14G041600	signalling.receptor kinases.leucine rich repeat
Glyma.14G042100	signalling.receptor kinases.leucine rich repeat
Glyma.14G042300	signalling.receptor kinases.leucine rich repeat
Glyma.14G042400	signalling.receptor kinases.leucine rich repeat
Glyma.14G042500	signalling.receptor kinases.leucine rich repeat
Glyma.14G042700	signalling.receptor kinases.leucine rich repeat
Glyma.14G043300	signalling.receptor kinases.leucine rich repeat
Glyma.14G044400	signalling.receptor kinases.leucine rich repeat
Glyma.14G047900	signalling.receptor kinases.leucine rich repeat
Glyma.14G048300	signalling.receptor kinases.leucine rich repeat
Glyma.14G048600	stress.biotic.PR-proteins
Glyma.14G050100	hormone metabolism.ethylene.signal transduction
Glyma.14G053600	misc.peroxidases
Glyma.14G053700	misc.peroxidases
Glyma.14G055900	signalling.receptor kinases.leucine rich repeat
Glyma.14G060300	signalling.receptor kinases.leucine rich repeat
Glyma.14G060400	signalling.receptor kinases.leucine rich repeat
Glyma.14G070800	misc.peroxidases
Glyma.14G077300	stress.biotic
Glyma.14G077400	stress.biotic
Glyma.14G079500	stress.biotic.PR-proteins
Glyma.14G079600	stress.biotic.PR-proteins
Glyma.14G080500	protein.degradation.serine protease
Glyma.14G085400	signalling.receptor kinases.leucine rich repeat
Glyma.14G085600	protein.degradation.cysteine protease
Glyma.14G085800	protein.degradation.cysteine protease
Glyma.14G095700	protein.degradation.metalloprotease
Glyma.14G096000	protein.degradation.metalloprotease
Glyma.14G096100	protein.degradation.metalloprotease
Glyma.14G098600	signalling.receptor kinases.leucine rich repeat
Glyma.14G104400	misc.peroxidases
Glyma.14G106400	signalling.receptor kinases.leucine rich repeat
Glyma.14G111600	hormone metabolism.ethylene.signal transduction
Glyma.14G115500	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.14G137700	signalling.receptor kinases.leucine rich repeat
Glyma.14G144300	signalling.receptor kinases.leucine rich repeat
Glyma.14G151100	stress.biotic.PR-proteins
Glyma.14G152300	protein.degradation.aspartate protease
Glyma.14G152600	stress.biotic.PR-proteins
Glyma.14G122200	protein.degradation.serine protease
Glyma.14G124400	signalling.receptor kinases.leucine rich repeat
Glyma.14G124700	signalling.receptor kinases.leucine rich repeat
Glyma.14G124900	protein.degradation.metalloprotease
Glyma.14G163700	stress.biotic
Glyma.14G168300	stress.biotic.PR-proteins
Glyma.14G168500	protein.degradation.aspartate protease
Glyma.14G173100	stress.biotic
Glyma.14G173300	signalling.receptor kinases.leucine rich repeat
Glyma.14G173400	signalling.receptor kinases.leucine rich repeat
Glyma.14G173600	signalling.receptor kinases.leucine rich repeat
Glyma.14G173900	signalling.receptor kinases.leucine rich repeat
Glyma.14G181000	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.14G186600	stress.biotic
Glyma.14G187900	signalling.receptor kinases.leucine rich repeat
Glyma.14G188400	stress.biotic
Glyma.14G192100	protein.degradation.metalloprotease
Glyma.14G193900	protein.degradation.serine protease
Glyma.14G199400	stress.biotic
Glyma.14G201600	misc.peroxidases
Glyma.14G201700	misc.peroxidases
Glyma.14G201800	misc.peroxidases
Glyma.14G201900	stress.biotic
Glyma.14G204500	stress.biotic
Glyma.14G204600	stress.biotic
Glyma.14G204700	stress.biotic
Glyma.14G205000	stress.biotic
Glyma.14G205300	stress.biotic
Glyma.14G206000	signalling.receptor kinases.leucine rich repeat
Glyma.14G206500	stress.biotic
Glyma.14G206900	stress.biotic
Glyma.14G214700	signalling.receptor kinases.leucine rich repeat
Glyma.14G223200	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.14G221400	misc.peroxidases
Glyma.14G221200	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.14G219600	stress.biotic
Glyma.14G216300	protein.degradation.cysteine protease
Glyma.15G000600	signalling.receptor kinases.leucine rich repeat
Glyma.15G001500	signalling.receptor kinases.leucine rich repeat
Glyma.15G001700	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.15G004200	hormone metabolism.ethylene.signal transduction
Glyma.15G009000	protein.degradation.serine protease
Glyma.15G017300	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.15G018800	protein.degradation.metalloprotease
Glyma.15G024800	stress.biotic.PR-proteins
Glyma.15G028200	misc.peroxidases
Glyma.15G029600	signalling.receptor kinases.leucine rich repeat
Glyma.15G031700	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.15G037600	protein.degradation.serine protease
Glyma.15G050800	misc.peroxidases
Glyma.15G052200	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.15G052600	misc.peroxidases
Glyma.15G052700	misc.peroxidases
Glyma.15G052800	misc.peroxidases
Glyma.15G052900	signalling.receptor kinases.leucine rich repeat
Glyma.15G059500	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.15G062300	stress.biotic
Glyma.15G062400	stress.biotic
Glyma.15G062500	stress.biotic
Glyma.15G062700	stress.biotic
Glyma.15G062800	stress.biotic
Glyma.15G062900	stress.biotic
Glyma.15G064500	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.15G070200	protein.degradation.serine protease
Glyma.15G070400	stress.biotic.PR-proteins
Glyma.15G070500	stress.biotic.PR-proteins
Glyma.15G070700	stress.biotic.PR-proteins
Glyma.15G077100	hormone metabolism.ethylene.signal transduction
Glyma.15G082200	protein.degradation.cysteine protease
Glyma.15G083400	protein.degradation.cysteine protease
Glyma.15G085400	hormone metabolism.ethylene.signal transduction
Glyma.15G088400	signalling.receptor kinases.leucine rich repeat
Glyma.15G090300	protein.degradation.serine protease
Glyma.15G092800	protein.degradation.serine protease
Glyma.15G093000	signalling.receptor kinases.leucine rich repeat
Glyma.15G110200	protein.degradation.aspartate protease
Glyma.15G115300	protein.degradation.cysteine protease
Glyma.15G119100	misc.protease inhibitor/seed storage/lipid transfer protein (LTP) family protein
Glyma.15G124500	stress.biotic.signalling.MLO-like
Glyma.15G125600	stress.biotic
Glyma.15G126900	stress.biotic
Glyma.15G127100	stress.biotic
Glyma.15G128600	misc.peroxidases
Glyma.15G128700	misc.peroxidases
Glyma.15G128800	misc.peroxidases
Glyma.15G129200	misc.peroxidases
Glyma.15G130500	secondary metabolism.phenylpropanoids.lignin biosynthesis
Glyma.15G130900	signalling.receptor kinases.leucine rich repeat
Glyma.15G130900	signalling.receptor kinases.leucine rich repeat
Glyma.15G132400	hormone metabolism.ethylene.induced-regulated-responsive-activated
Glyma.15G143600	stress.biotic
Glyma.15G148700	protein.degradation.cysteine protease
Glyma.15G152200	stress.biotic.PR-proteins
Glyma.15G155600	signalling.receptor kinases.leucine rich repeat
Glyma.15G155700	misc.peroxidases
Glyma.15G156200	protein.degradation.serine protease
Glyma.15G158900	protein.degradation.metalloprotease
Glyma.15G159100	hormone metabolism.ethylene.signal transduction
Glyma.15G159200	hormone metabolism.ethylene.signal transduction
Glyma.15G160900	stress.biotic.PR-proteins
Glyma.15G162700	stress.biotic.PR-proteins
Glyma.15G163500	misc.peroxidases
Glyma.15G168500	stress.biotic
Glyma.15G177800	protein.degradation.cysteine protease
Glyma.15G178800	stress.biotic.PR-proteins.proteinase inhibitors.trypsin inhibitor
Glyma.15G179300	signalling.receptor kinases.leucine rich repeat
Glyma.15G182000	stress.biotic.respiratory burst
Glyma.15G186400	protein.degradation.aspartate protease
Glyma.15G186800	stress.biotic
Glyma.15G189000	misc.peroxidases
Glyma.15G197900	hormone metabolism.ethylene.signal transduction
Glyma.15G202700	signalling.receptor kinases.leucine rich repeat
